gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,firstPick,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,atakhans,opp_atakhans,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,damagetotowers,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,gpr,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
LOLTMNT05_214188,complete,,LEC,2026,Summer,0,2026-07-24 15:53:14,2,16.14,1,Blue,top,Myrwn,oe:player:ede24d5e0911d7a4f6ec514a67802ff,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,Gnar,Nocturne,Naafiri,Jarvan IV,Ahri,Cassiopeia,,,,,,2015,0,3,3,2,10,22,0,0,0,0,0,0,0,0,0.2978,0.9529,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,23890,711.3648,0.259561,666.8486,940.6452,4195,16,0.4764,4,0.1191,7,43,1.2804,12594,8208,244.4069,0.226585,12408,,,301,297,4,,,8.9628,3443,4718,82,3403,5133,83,40,-415,-1,1,1,0,0,1,0,5492,8308,137,5093,8429,131,399,-121,6,2,1,0,0,1,0,7489,11291,193,7032,11857,179,457,-566,14,2,1,0,1,1,0,9216,13639,230,9393,15266,211,-177,-1627,19,2,1,1,3,2,0
LOLTMNT05_214188,complete,,LEC,2026,Summer,0,2026-07-24 15:53:14,2,16.14,2,Blue,jng,Elyoya,oe:player:8a8f18e4b7d0f30c19c5fb99a526951,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,Xin Zhao,Nocturne,Naafiri,Jarvan IV,Ahri,Cassiopeia,,,,,,2015,0,2,3,5,10,22,0,0,0,0,0,0,0,1,0.2978,0.9529,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,0,2,14163,421.7270,0.153879,997.1017,771.2159,0,7,0.2084,18,0.5360,6,58,1.7270,11155,6769,201.5583,0.18686,10350,,,197,24,173,,,5.8660,3250,3451,68,4162,4230,77,-912,-779,-9,0,1,1,1,3,1,4795,5531,103,6704,7266,128,-1909,-1735,-25,0,2,1,2,3,1,7042,8084,135,8921,10282,174,-1879,-2198,-39,1,2,1,3,3,2,8794,10501,166,11067,13448,212,-2273,-2947,-46,1,3,1,3,5,2
LOLTMNT05_214188,complete,,LEC,2026,Summer,0,2026-07-24 15:53:14,2,16.14,3,Blue,mid,Jojopyun,oe:player:83eb62484689106807fcf5ad55b5479,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,Orianna,Nocturne,Naafiri,Jarvan IV,Ahri,Cassiopeia,,,,,,2015,0,3,5,4,10,22,0,0,0,0,0,0,0,0,0.2978,0.9529,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,28754,856.1985,0.312408,578.1141,422.7097,2163,16,0.4764,5,0.1489,5,41,1.2208,12221,7835,233.3002,0.216288,11975,,,301,301,0,,,8.9628,3620,4691,91,3518,4516,74,102,175,17,1,1,1,1,1,0,5228,7207,144,5430,7337,124,-202,-130,20,1,1,2,1,2,0,6822,9367,183,7610,10199,182,-788,-832,1,2,1,3,1,2,0,8694,12150,225,12046,14480,252,-3352,-2330,-27,2,2,3,2,2,0
LOLTMNT05_214188,complete,,LEC,2026,Summer,0,2026-07-24 15:53:14,2,16.14,4,Blue,bot,Supa,oe:player:1223a0ed2bfab9b714c72d965df8133,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,Syndra,Nocturne,Naafiri,Jarvan IV,Ahri,Cassiopeia,,,,,,2015,0,2,5,4,10,22,0,0,0,0,0,0,0,0,0.2978,0.9529,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,19289,574.3623,0.209572,505.6377,274.1836,1477,11,0.3275,7,0.2084,3,28,0.8337,14491,10105,300.8933,0.278953,14325,,,281,281,0,,,8.3672,3148,3995,80,3915,4258,75,-767,-263,5,0,0,1,4,0,0,5574,6843,140,6889,7018,134,-1315,-175,6,0,1,1,4,0,0,7858,9327,193,9328,9878,196,-1470,-551,-3,0,3,2,4,1,0,10641,11344,227,11564,12570,239,-923,-1226,-12,1,3,3,4,2,1
LOLTMNT05_214188,complete,,LEC,2026,Summer,0,2026-07-24 15:53:14,2,16.14,5,Blue,sup,Alvaro,oe:player:f5bf9bd732b85e4dcab5121e4769ae4,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,Tahm Kench,Nocturne,Naafiri,Jarvan IV,Ahri,Cassiopeia,,,,,,2015,0,0,6,6,10,22,0,0,0,0,0,0,0,0,0.2978,0.9529,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,5944,176.9926,0.0645806,616.8238,760.1985,0,74,2.2035,16,0.4764,29,142,4.2283,7694,3308,98.5012,0.0913152,7450,,,30,30,0,,,0.8933,2230,1501,15,2523,1474,5,-293,27,10,0,2,3,0,4,1,3375,2517,20,3769,2950,15,-394,-433,5,0,3,3,0,4,2,4446,3692,24,5077,4234,18,-631,-542,6,0,3,3,0,6,3,5822,5616,27,6512,6490,21,-690,-874,6,0,4,4,0,7,3
LOLTMNT05_214188,complete,,LEC,2026,Summer,0,2026-07-24 15:53:14,2,16.14,6,Red,top,BrokenBlade,oe:player:84bff3a326833c7c9181c698f676878,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,Rumble,Poppy,Kai'Sa,Bard,Shen,Ambessa,,,,,,2015,1,5,0,8,22,10,0,0,0,0,1,0,1,0,0.6551,0.9529,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,22558,671.7022,0.248466,554.0546,916.1390,3777,23,0.6849,2,0.0596,10,38,1.1315,13448,9062,269.8362,0.179129,12050,,,256,256,0,,,7.6228,3403,5133,83,3443,4718,82,-40,415,1,0,1,0,1,1,0,5093,8429,131,5492,8308,137,-399,121,-6,0,1,0,2,1,0,7032,11857,179,7489,11291,193,-457,566,-14,1,1,0,2,1,0,9393,15266,211,9216,13639,230,177,1627,-19,3,2,0,2,1,1
LOLTMNT05_214188,complete,,LEC,2026,Summer,0,2026-07-24 15:53:14,2,16.14,7,Red,jng,SkewMond,oe:player:ab15060e5225b51592cd04b3aed1e09,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,Vi,Poppy,Kai'Sa,Bard,Shen,Ambessa,,,,,,2015,1,4,2,11,22,10,0,0,0,0,1,1,0,0,0.6551,0.9529,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,2,0,15694,467.3151,0.172862,872.9032,1252.3474,3957,11,0.3275,12,0.3573,8,58,1.7270,14895,10509,312.9231,0.207733,12650,,,256,22,234,,,7.6228,4162,4230,77,3250,3451,68,912,779,9,1,3,1,0,1,1,6704,7266,128,4795,5531,103,1909,1735,25,2,3,1,0,2,1,8921,10282,174,7042,8084,135,1879,2198,39,3,3,2,1,2,1,11067,13448,212,8794,10501,166,2273,2947,46,3,5,2,1,3,1
LOLTMNT05_214188,complete,,LEC,2026,Summer,0,2026-07-24 15:53:14,2,16.14,8,Red,mid,Caps,oe:player:55dd587cdc4a278be6a5c37f9e539de,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,Yone,Poppy,Kai'Sa,Bard,Shen,Ambessa,,,,,,2015,1,3,1,4,22,10,0,0,0,0,0,0,0,0,0.6551,0.9529,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,18540,552.0596,0.20421,894.7891,1125.3499,18136,5,0.1489,7,0.2084,3,26,0.7742,17115,12729,379.0273,0.251617,14875,,,346,326,20,,,10.3027,3518,4516,74,3620,4691,91,-102,-175,-17,1,1,0,1,1,1,5430,7337,124,5228,7207,144,202,130,-20,1,2,0,1,1,2,7610,10199,182,6822,9367,183,788,832,-1,1,2,0,2,1,3,12046,14480,252,8694,12150,225,3352,2330,27,2,2,0,2,2,3
LOLTMNT05_214188,complete,,LEC,2026,Summer,0,2026-07-24 15:53:14,2,16.14,9,Red,bot,Hans Sama,oe:player:c62a5235ad6bc113a1e64eb0e9aa8c8,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,Lucian,Poppy,Kai'Sa,Bard,Shen,Ambessa,,,,,,2015,1,10,2,3,22,10,3,1,0,0,0,0,0,0,0.6551,0.9529,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,24187,720.2084,0.266409,549.0521,364.5558,10422,17,0.5062,13,0.3871,5,54,1.6079,18078,13692,407.7022,0.270653,15775,,,332,307,25,,,9.8859,3915,4258,75,3148,3995,80,767,263,-5,4,0,0,0,0,1,6889,7018,134,5574,6843,140,1315,175,-6,4,0,0,0,1,1,9328,9878,196,7858,9327,193,1470,551,3,4,1,0,0,3,2,11564,12570,239,10641,11344,227,923,1226,12,4,2,1,1,3,3
LOLTMNT05_214188,complete,,LEC,2026,Summer,0,2026-07-24 15:53:14,2,16.14,10,Red,sup,Labrov,oe:player:bb6ac5763c6576e104a7a2f59eb4ddf,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,Leona,Poppy,Kai'Sa,Bard,Shen,Ambessa,,,,,,2015,1,0,5,13,22,10,0,0,0,0,1,0,1,0,0.6551,0.9529,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,9810,292.1092,0.108053,817.9653,918.9380,0,69,2.0546,15,0.4467,28,138,4.1092,8983,4597,136.8834,0.0908674,8040,,,23,23,0,,,0.6849,2523,1474,5,2230,1501,15,293,-27,-10,0,4,1,0,2,3,3769,2950,15,3375,2517,20,394,433,-5,0,4,2,0,3,3,5077,4234,18,4446,3692,24,631,542,-6,0,6,3,0,3,3,6512,6490,21,5822,5616,27,690,874,-6,0,7,3,0,4,4
LOLTMNT05_214199,complete,,LEC,2026,Summer,0,2026-07-24 16:49:52,3,16.14,1,Blue,top,BrokenBlade,oe:player:84bff3a326833c7c9181c698f676878,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,Ambessa,Poppy,Nocturne,Kai'Sa,Vayne,Bard,,,,,,2779,1,4,3,5,22,11,0,0,0,0,0,0,0,0,0.4750,0.7125,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,27245,588.2332,0.200721,681.4825,1504.4045,4061,19,0.4102,11,0.2375,10,71,1.5329,17222,11277,243.4761,0.186953,15800,,,380,376,4,,,8.2044,3130,4715,77,3603,5243,91,-473,-528,-14,0,0,1,0,2,0,4715,7809,124,5575,8837,136,-860,-1028,-12,0,0,2,1,3,0,6374,10449,174,7429,11939,186,-1055,-1490,-12,0,0,3,1,4,0,8053,13371,218,8806,13607,212,-753,-236,6,0,2,3,1,4,1
LOLTMNT05_214199,complete,,LEC,2026,Summer,0,2026-07-24 16:49:52,3,16.14,2,Blue,jng,SkewMond,oe:player:ab15060e5225b51592cd04b3aed1e09,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,Wukong,Poppy,Nocturne,Kai'Sa,Vayne,Bard,,,,,,2779,1,6,2,4,22,11,0,0,0,0,0,0,0,0,0.4750,0.7125,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0,0,19379,418.4023,0.14277,1076.2433,1246.6355,9068,17,0.3670,33,0.7125,15,115,2.4829,19137,13192,284.8219,0.2187,16208,,,324,50,274,,,6.9953,3549,4410,84,3919,4058,77,-370,352,7,0,0,1,1,2,0,5732,7194,131,5867,6454,118,-135,740,13,0,0,1,1,4,0,7581,9878,174,8541,10084,171,-960,-206,3,0,0,1,2,4,0,10472,12075,200,10384,12782,217,88,-707,-17,2,1,1,2,4,0
LOLTMNT05_214199,complete,,LEC,2026,Summer,0,2026-07-24 16:49:52,3,16.14,3,Blue,mid,Caps,oe:player:55dd587cdc4a278be6a5c37f9e539de,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,Annie,Poppy,Nocturne,Kai'Sa,Vayne,Bard,,,,,,2779,1,4,2,10,22,11,0,0,0,0,1,1,0,0,0.4750,0.7125,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,37100,801.0076,0.273325,468.6650,570.9392,8460,18,0.3886,19,0.4102,6,64,1.3818,18063,12118,261.6337,0.200895,17025,,,350,346,4,,,7.5567,3714,3925,79,4327,4147,88,-613,-222,-9,1,0,1,3,0,0,5326,6571,131,6619,6718,148,-1293,-147,-17,1,0,1,4,1,0,7226,9501,192,8663,9640,207,-1437,-139,-15,1,0,1,4,1,0,9967,11731,234,10433,13227,257,-466,-1496,-23,3,0,1,4,1,1
LOLTMNT05_214199,complete,,LEC,2026,Summer,0,2026-07-24 16:49:52,3,16.14,4,Blue,bot,Hans Sama,oe:player:c62a5235ad6bc113a1e64eb0e9aa8c8,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,Ziggs,Poppy,Nocturne,Kai'Sa,Vayne,Bard,,,,,,2779,1,6,1,9,22,11,0,0,0,0,0,0,0,0,0.4750,0.7125,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,43046,929.3847,0.31713,459.0140,290.1763,14278,27,0.5829,6,0.1295,11,55,1.1875,23044,17099,369.1760,0.28347,20075,,,431,412,19,,,9.3055,3458,4755,95,3629,4802,102,-171,-47,-7,0,0,0,0,0,0,6295,7236,155,6235,7626,167,60,-390,-12,0,0,0,0,0,0,8955,10470,218,7897,9659,211,1058,811,7,0,1,0,0,0,1,10967,13485,273,10060,11936,263,907,1549,10,0,2,0,0,0,2
LOLTMNT05_214199,complete,,LEC,2026,Summer,0,2026-07-24 16:49:52,3,16.14,5,Blue,sup,Labrov,oe:player:bb6ac5763c6576e104a7a2f59eb4ddf,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,Shen,Poppy,Nocturne,Kai'Sa,Vayne,Bard,,,,,,2779,1,2,3,14,22,11,0,0,0,0,1,0,1,0,0.4750,0.7125,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,8966,193.5804,0.0660547,778.7478,1042.4325,402,110,2.3750,27,0.5829,30,218,4.7067,12579,6634,143.2314,0.109982,11945,,,52,52,0,,,1.1227,2339,1812,15,2691,2203,8,-352,-391,7,0,1,1,0,4,1,3454,3175,26,4125,3630,22,-671,-455,4,0,1,2,0,6,1,5226,4980,37,5457,4259,27,-231,721,10,1,1,2,0,7,1,6739,6679,40,6579,5663,31,160,1016,9,1,5,2,0,7,2
